Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701EO40538,Slight,2019-09-01,51.541548,Daylight,Camden,-0.17539,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40539,Slight,2019-09-07,51.518406,Darkness - Lights Lit,Camden,-0.105399,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40540,Slight,2019-09-03,51.550759,Daylight,Camden,-0.183676,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40541,Slight,2019-08-29,51.562268,Daylight,Islington,-0.126372,4.0,6.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40542,Slight,2019-09-11,51.520947,Daylight,Camden,-0.1236,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40543,Slight,2019-09-04,51.546833,Daylight,Islington,-0.083882,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701EO40544,Slight,2019-09-12,51.515843,Darkness - Lights Lit,Camden,-0.119342,2.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40545,Slight,2019-09-12,51.552247,Daylight,Brent,-0.210303,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40546,Slight,2019-09-05,51.55207,Daylight,Camden,-0.141072,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40547,Slight,2019-09-12,51.516617,Daylight,Camden,-0.128391,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40548,Slight,2019-09-07,51.529367,Daylight,Islington,-0.115901,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40549,Serious,2019-09-07,51.554536,Daylight,Brent,-0.212953,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40550,Slight,2019-09-13,51.513776,Daylight,Camden,-0.125048,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40551,Slight,2019-09-13,51.553951,Daylight,Camden,-0.140562,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40552,Slight,2019-09-13,51.54526,Daylight,Islington,-0.103274,1.0,4.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40553,Slight,2019-09-05,51.536248,Daylight,Islington,-0.102062,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40554,Slight,2019-09-14,51.572017,Daylight,Haringey,-0.157142,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40555,Slight,2019-09-16,51.552817,Daylight,Camden,-0.188787,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40556,Slight,2019-09-15,51.52252,Daylight,Camden,-0.137663,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40557,Slight,2019-09-16,51.5298,Darkness - Lights Lit,Islington,-0.09815,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40559,Slight,2019-09-17,51.526961,Daylight,Islington,-0.111675,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40560,Slight,2019-09-16,51.537394,Daylight,Camden,-0.151331,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40561,Slight,2019-09-17,51.555364,Darkness - Lights Lit,Islington,-0.12204,3.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40562,Slight,2019-09-17,51.552879,Daylight,Islington,-0.11291,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701EO40563,Slight,2019-09-28,51.555117,Daylight,Islington,-0.117866,2.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40564,Slight,2019-07-12,51.543341,Darkness - Lights Lit,Camden,-0.17503,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701EO40565,Slight,2019-09-18,51.540917,Daylight,Camden,-0.192721,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40566,Slight,2019-10-08,51.560108,Daylight,Islington,-0.115063,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40567,Slight,2019-10-11,51.517011,Darkness - Lights Lit,Camden,-0.130536,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40568,Slight,2019-09-18,51.524684,Darkness - Lights Lit,Camden,-0.138007,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40569,Slight,2019-09-19,51.518676,Darkness - Lights Lit,Camden,-0.105388,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40570,Slight,2019-09-18,51.520055,Daylight,Camden,-0.118448,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40571,Slight,2019-09-18,51.54109,Daylight,Camden,-0.192281,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40572,Slight,2019-09-20,51.527663,Daylight,Camden,-0.13875,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40573,Slight,2019-09-20,51.523845,Daylight,Islington,-0.096956,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40574,Slight,2019-09-19,51.549192,Daylight,Camden,-0.141045,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40575,Slight,2019-09-20,51.553485,Daylight,Camden,-0.168133,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40576,Slight,2019-09-18,51.535555,Darkness - Lights Lit,Islington,-0.103677,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Other Vehicle
200701EO40577,Slight,2019-09-20,51.554436,Darkness - Lights Lit,Camden,-0.188867,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40578,Slight,2019-09-19,51.532302,Daylight,Camden,-0.136398,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40579,Slight,2019-09-20,51.539042,Daylight,Camden,-0.136123,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40580,Slight,2019-09-21,51.550395,Daylight,Islington,-0.109407,2.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701EO40582,Slight,2019-09-21,51.567267,Daylight,Islington,-0.112892,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40583,Slight,2019-09-22,51.563137,Daylight,Islington,-0.107724,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40584,Slight,2019-09-14,51.51629,Daylight,Camden,-0.130422,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40585,Slight,2019-09-22,51.537984,Darkness - Lights Lit,Camden,-0.137464,1.0,3.0,Dry,One Way Street,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40586,Slight,2019-09-22,51.541995,Daylight,Camden,-0.175228,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40587,Slight,2019-09-23,51.539701,Daylight,Camden,-0.195509,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40588,Slight,2019-09-24,51.549839,Daylight,Camden,-0.153567,1.0,1.0,Wet,Single Carriageway,Urban,Fine & High Winds,Car
200701EO40589,Slight,2019-08-01,51.562332,Daylight,Camden,-0.187688,1.0,4.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40590,Slight,2019-10-02,51.519582,Daylight,Camden,-0.105783,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40592,Slight,2019-09-24,51.543729,Daylight,Camden,-0.159583,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40593,Slight,2019-09-25,51.532302,Daylight,Camden,-0.136398,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40594,Slight,2019-09-25,51.519587,Daylight,Camden,-0.117314,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40595,Slight,2019-10-03,51.518928,Daylight,Camden,-0.121089,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40597,Slight,2019-10-11,51.546385,Daylight,Camden,-0.145486,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40598,Slight,2019-09-25,51.546731,Daylight,Islington,-0.088645,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40599,Slight,2019-09-29,51.569784,Darkness - Lights Lit,Islington,-0.124043,2.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40600,Slight,2019-10-01,51.550383,Darkness - Lights Lit,Islington,-0.086473,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40601,Slight,2019-10-18,51.529011,Daylight,Camden,-0.138695,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40602,Slight,2019-09-27,51.532302,Daylight,Camden,-0.136398,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40604,Slight,2019-10-02,51.555552,Daylight,Islington,-0.111357,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40605,Slight,2019-09-30,51.522121,Daylight,Islington,-0.107119,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40606,Slight,2019-09-29,51.517712,Daylight,Camden,-0.118112,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40607,Slight,2019-09-26,51.566236,Daylight,Islington,-0.121447,2.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40608,Slight,2019-10-15,51.522268,Daylight,Islington,-0.105094,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Other Vehicle
200701EO40609,Slight,2019-10-05,51.549414,Darkness - Lights Lit,Camden,-0.166566,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40610,Slight,2019-10-05,51.531316,Daylight,Islington,-0.11409,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40611,Slight,2019-09-27,51.521935,Daylight,Camden,-0.112316,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40612,Slight,2019-10-05,51.531241,Daylight,Islington,-0.103857,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40613,Slight,2019-10-04,51.549226,Daylight,Islington,-0.087243,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40614,Slight,2019-10-06,51.558364,Darkness - Lights Lit,Islington,-0.118454,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40615,Slight,2019-10-08,51.514979,Daylight,Camden,-0.127161,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40616,Slight,2019-10-08,51.526401,Daylight,Camden,-0.132891,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701EO40617,Slight,2019-09-29,51.526225,Darkness - Lights Lit,Islington,-0.093974,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40618,Slight,2019-09-27,51.531309,Darkness - Lights Lit,Islington,-0.113658,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40619,Slight,2019-09-30,51.542575,Daylight,Camden,-0.137709,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40620,Slight,2019-09-26,51.551928,Daylight,Camden,-0.195314,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40621,Slight,2019-10-03,51.521665,Daylight,Camden,-0.112327,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40622,Slight,2019-10-03,51.524458,Daylight,Camden,-0.135133,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40623,Slight,2019-10-12,51.52023,Daylight,Camden,-0.118152,3.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Other Vehicle
200701EO40624,Slight,2019-10-09,51.520313,Daylight,Camden,-0.117716,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40625,Slight,2019-09-27,51.543608,Daylight,Camden,-0.174875,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701EO40626,Slight,2019-10-14,51.560973,Daylight,Islington,-0.124117,3.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40628,Slight,2019-10-09,51.533468,Daylight,Camden,-0.136206,1.0,1.0,Wet,One Way Street,Urban,Raining No High Winds,Light Goods Vehicle (Lgv)
200701EO40629,Slight,2019-10-02,51.542842,Daylight,Camden,-0.137554,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40630,Slight,2019-10-01,51.539219,Daylight,Camden,-0.141595,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40631,Slight,2019-09-26,51.559226,Darkness - Lights Lit,Islington,-0.121736,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40632,Slight,2019-10-10,51.557662,Daylight,Camden,-0.147768,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40633,Serious,2019-10-12,51.521767,Darkness - Lights Lit,Camden,-0.135531,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40634,Slight,2019-10-02,51.539665,Daylight,Camden,-0.175754,2.0,3.0,Wet,Dual Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40635,Slight,2019-10-03,51.527182,Daylight,Camden,-0.131129,1.0,2.0,Wet,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40636,Slight,2019-10-04,51.517956,Daylight,Camden,-0.116516,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40637,Slight,2019-10-10,51.547551,Darkness - Lights Lit,Islington,-0.105919,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40638,Slight,2019-09-27,51.55582,Daylight,Islington,-0.116828,1.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701EO40639,Slight,2019-10-04,51.553417,Daylight,Camden,-0.186888,1.0,4.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40640,Slight,2019-10-03,51.52626,Daylight,Islington,-0.112858,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701EO40641,Slight,2019-08-10,51.569231,Daylight,Camden,-0.151483,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40642,Slight,2019-09-26,51.543629,Daylight,Camden,-0.141848,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40643,Slight,2019-08-10,51.542721,Daylight,Camden,-0.193082,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40644,Slight,2019-08-10,51.523771,Daylight,Camden,-0.142801,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40645,Slight,2019-10-02,51.523242,Darkness - Lights Lit,Islington,-0.098567,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701EO40646,Serious,2019-08-29,51.516859,Daylight,Camden,-0.126651,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40647,Slight,2019-10-05,51.522029,Darkness - Lights Lit,Islington,-0.106978,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Heavy Goods Vehicle (Hgv)
200701EO40648,Slight,2019-10-16,51.524267,Daylight,Camden,-0.128798,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701EO40650,Slight,2019-08-22,51.52331,Daylight,Islington,-0.108367,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40651,Slight,2019-08-21,51.52331,Daylight,Islington,-0.108367,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40652,Slight,2019-08-24,51.518186,Daylight,City Of London,-0.114056,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40653,Slight,2019-10-18,51.539668,Daylight,Camden,-0.141577,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40655,Slight,2019-08-29,51.528618,Daylight,Camden,-0.119681,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40656,Slight,2019-08-29,51.570595,Daylight,Islington,-0.124154,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40657,Slight,2019-08-31,51.530978,Daylight,Camden,-0.121025,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40659,Slight,2019-10-18,51.517686,Darkness - Lights Lit,Camden,-0.12777,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40660,Slight,2019-10-24,51.539402,Daylight,Islington,-0.102508,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40661,Slight,2019-08-21,51.566964,Darkness - Lights Lit,Islington,-0.121995,2.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40664,Slight,2019-10-23,51.536248,Daylight,Islington,-0.102062,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40665,Slight,2019-10-12,51.516866,Daylight,Camden,-0.127083,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40666,Slight,2019-10-09,51.551295,Darkness - Lights Lit,Islington,-0.126246,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40667,Slight,2019-10-01,51.547402,Daylight,Camden,-0.14155,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701EO40668,Slight,2019-10-22,51.552416,Daylight,Islington,-0.112064,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40669,Slight,2019-10-28,51.570326,Daylight,Islington,-0.124165,3.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40670,Serious,2019-08-17,51.544448,Daylight,Islington,-0.097539,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40671,Slight,2019-10-08,51.555449,Daylight,Camden,-0.178729,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40672,Slight,2019-10-18,51.515741,Darkness - Lights Lit,Camden,-0.129868,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40673,Slight,2019-10-24,51.562729,Darkness - Lights Lit,Islington,-0.127075,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40674,Slight,2019-10-20,51.564531,Darkness - Lights Lit,Islington,-0.104925,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40675,Slight,2019-10-12,51.537406,Daylight,Camden,-0.152052,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40676,Slight,2019-10-18,51.549617,Daylight,Islington,-0.12819,2.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40677,Slight,2019-10-19,51.521485,Daylight,Camden,-0.106713,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40679,Slight,2019-10-28,51.542329,Daylight,Camden,-0.14493,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40680,Slight,2019-10-23,51.534893,Daylight,Westminster,-0.163833,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40681,Slight,2019-10-16,51.517868,Daylight,Camden,-0.116664,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40682,Serious,2019-10-28,51.542641,Daylight,Camden,-0.141889,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40683,Slight,2019-10-19,51.525232,Daylight,Islington,-0.11045,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40685,Slight,2019-10-09,51.528641,Daylight,Camden,-0.132367,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40688,Slight,2019-10-23,51.546214,Daylight,Hackney,-0.079004,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40689,Serious,2019-10-23,51.546713,Daylight,Islington,-0.098598,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40690,Slight,2019-10-15,51.540133,Daylight,Camden,-0.194338,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40691,Slight,2019-10-20,51.524186,Darkness - Lights Lit,Islington,-0.095789,1.0,4.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40692,Slight,2019-10-21,51.538136,Daylight,Camden,-0.152743,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40693,Serious,2019-10-15,51.564899,Darkness - Lights Lit,Islington,-0.116597,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40695,Slight,2019-10-10,51.545844,Daylight,Camden,-0.179834,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40696,Slight,2019-10-11,51.536046,Daylight,Camden,-0.19176,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40697,Serious,2019-10-20,51.526355,Daylight,Islington,-0.113142,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40698,Slight,2019-10-23,51.549186,Daylight,Camden,-0.134987,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40699,Slight,2019-10-26,51.558668,Darkness - Lights Lit,Camden,-0.177591,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40700,Slight,2019-10-26,51.561157,Daylight,Islington,-0.124398,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40701,Slight,2019-10-17,51.544231,Daylight,Islington,-0.08976,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40704,Slight,2019-05-06,51.551382,Darkness - Lights Lit,Islington,-0.126098,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40705,Slight,2019-09-27,51.527435,Daylight,Islington,-0.107619,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40706,Slight,2019-10-05,51.542649,Daylight,Camden,-0.14809,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40707,Slight,2019-10-03,51.522953,Daylight,Camden,-0.136636,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40708,Slight,2019-10-27,51.544739,Daylight,Brent,-0.201511,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40709,Slight,2019-10-08,51.548831,Daylight,Islington,-0.101683,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40710,Slight,2019-07-31,51.536012,Darkness - Lights Lit,Camden,-0.149224,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40711,Slight,2019-10-07,51.543632,Darkness - Lights Lit,Camden,-0.136368,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40712,Slight,2019-10-01,51.513299,Darkness - Lights Lit,Westminster,-0.128959,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40713,Slight,2019-04-05,51.51602,Darkness - Lights Lit,Camden,-0.130433,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40714,Slight,2019-04-05,51.525412,Daylight,Islington,-0.110442,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40715,Slight,2019-05-14,51.51811,Daylight,Camden,-0.126167,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40717,Slight,2019-10-13,51.550669,Darkness - Lights Lit,Camden,-0.18368,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40718,Slight,2019-10-19,51.522597,Daylight,Camden,-0.114307,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40720,Slight,2019-09-04,51.562157,Daylight,Islington,-0.136332,2.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40721,Slight,2019-04-16,51.533078,Daylight,Islington,-0.106232,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701EO40722,Slight,2019-04-22,51.561319,Daylight,Camden,-0.18037,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40723,Serious,2019-08-29,51.517636,Daylight,Camden,-0.11898,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40726,Slight,2019-03-07,51.55314,Daylight,Islington,-0.123574,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40727,Slight,2019-03-30,51.552484,Daylight,Islington,-0.105137,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40733,Slight,2019-04-02,51.54318,Daylight,Camden,-0.141867,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40734,Slight,2019-09-20,51.545856,Daylight,Islington,-0.11796,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40735,Slight,2019-10-13,51.551112,Daylight,Camden,-0.16592,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40736,Slight,2019-10-20,51.524364,Daylight,Camden,-0.134848,4.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40737,Slight,2019-09-27,51.521917,Daylight,Camden,-0.122407,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
